,Incident.year,Victim.injury,State,Latitude,Longitude,Shark.common.name,Shark.scientific.name,Provoked/unprovoked,Site.category,Incident.month
970,2014,injured,SA,-35.63087083,138.4666667,white shark,Carcharodon carcharias ,unprovoked,coastal,6
971,2014,injured,NSW,-34.83333333,150.75,wobbegong,Orectolobidae,provoked,coastal,6
972,2014,injured,SA,-35.5,138.7166667,white shark,Carcharodon carcharias ,unprovoked,coastal,6
973,2014,Injured,SA,-35.5,138.7166667,white shark,Carcharodon carcharias ,unprovoked,coastal,6
974,2014,injured,WA,-23.78333333,113.5,whaler shark,Carcharhinidae,provoked,coastal,8
975,2014,fatal,NSW,-28.63333333,153.6,white shark,Carcharodon carcharias ,unprovoked,coastal,9
976,2014,injured,NSW,-31.41666667,152.9166667,wobbegong,Orectolobidae,unprovoked,coastal,9
977,2014,injured,NSW,-33.45,151.4333333,wobbegong,Orectolobidae,provoked,coastal,10
978,2014,injured,NSW,-31.98333333,152.5666667,wobbegong,Orectolobidae,provoked,coastal,10
979,2014,injured,WA,-33.83333333,121.9166667,white shark,Carcharodon carcharias ,unprovoked,coastal,10
980,2014,injured,NSW,-30.2,159.15,wobbegong,Orectolobidae,provoked,coastal,11
981,2014,injured,NSW,-35.73333333,150.2,wobbegong,Orectolobidae,provoked,coastal,11
982,2014,injured,NSW,-33.75,151.3,wobbegong,Orectolobidae,unprovoked,coastal,11
983,2014,injured,WA,-32.6,115.6166667,bronze whaler shark,Carcharhinus brachyurus,unprovoked,coastal,11
984,2014,injured,NSW,-35.1338,150.686,unknown,unknown,unprovoked,coastal,12
985,2014,fatal,WA,-34.88003124,118.404958,white shark,Carcharodon carcharias ,provoked,coastal,12
986,2014,fatal,QLD,-16.2,145.75,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,12
987,2015,uninjured,NSW,-28.63333333,153.6166667,white shark,Carcharodon carcharias ,unprovoked,coastal,1
988,2015,injured,NSW,-32.68333333,152.0333333,wobbegong,Orectolobidae,provoked,coastal,1
989,2015,uninjured,QLD,-27.63333333,153.45,bull shark,Carcharhinus leucas,unprovoked,river,1
990,2015,uninjured,NSW,-28.83333333,153.6,white shark,Carcharodon carcharias ,unprovoked,coastal,1
991,2015,injured,NSW,-35.33333333,150.4666667,bronze whaler shark,Carcharhinus brachyurus,provoked,coastal,1
992,2015,injured,NSW,-28.88333333,153.5666667,white shark,Carcharodon carcharias ,unprovoked,coastal,2
993,2015,fatal,NSW,-28.85,153.5833333,white shark,Carcharodon carcharias ,unprovoked,coastal,2
994,2015,injured,NSW,-32.95,151.75,wobbegong,Orectolobidae,unprovoked,coastal,2
995,2015,injured,NSW,-31.51666667,159.05,galapagos shark,Carcharhinus galapagensis,provoked,estuary/harbour,3
996,2015,injured,NSW,-31.51666667,159.05,galapagos shark,Carcharhinus galapagensis,provoked,coastal,4
997,2015,injured,NSW,-35.8,150.2166667,wobbegong,Orectolobidae,provoked,coastal,4
998,2015,injured,SA,-34.86666667,135.7666667,white shark,Carcharodon carcharias ,unprovoked,coastal,4
999,2015,injured,NSW,-32.01666667,152.5333333,white shark,Carcharodon carcharias ,unprovoked,coastal,5
1000,2015,injured,WA,-35.01666667,117.3333333,white shark,Carcharodon carcharias ,unprovoked,coastal,6
1001,2015,injured,WA,-31.98333333,115.5333333,wobbegong,Orectolobidae,provoked,island open ocean,6
1002,2015,uninjured,NSW,-28.63333333,153.6,white shark,Carcharodon carcharias ,unprovoked,coastal,6
1003,2015,injured,NSW,-35.65,150.2833333,tiger shark,Galeocerdo cuvier ,provoked,coastal,6
1004,2015,uninjured,QLD,-28.1,153.465,white shark,Carcharodon carcharias ,unprovoked,coastal,7
1005,2015,fatal,TAS,-42.63333333,147.9833333,white shark,Carcharodon carcharias ,provoked,coastal,7
1006,2015,uninjured,TAS,-42.63333333,147.9833333,white shark,Carcharodon carcharias ,provoked,estuary/harbour,7
1007,2015,injured,NSW,-29.1,153.4333333,white shark,Carcharodon carcharias ,unprovoked,coastal,7
1008,2015,uninjured,NSW,-28.78333333,153.5833333,white shark,Carcharodon carcharias ,unprovoked,coastal,7
1009,2015,injured,NSW,-29.43333333,153.3666667,white shark,Carcharodon carcharias ,unprovoked,coastal,7
1010,2015,injured,VIC,-38.25,141.7833333,white shark,Carcharodon carcharias ,unprovoked,coastal,7
1011,2015,injured,NSW,-28.86666667,153.5833333,white shark,Carcharodon carcharias ,unprovoked,coastal,7
1012,2015,injured,NSW,-31.46666667,152.9166667,white shark,Carcharodon carcharias ,unprovoked,coastal,8
1013,2015,uninjured,QLD,-18.83333333,147.6333333,tiger shark,Galeocerdo cuvier ,unprovoked,island open ocean,8
1014,2015,injured,NSW,-33.05,152.5333333,unknown,unknown,provoked,coastal,9
1015,2015,injured,NSW,-32.06666667,152.5333333,white shark,Carcharodon carcharias ,unprovoked,coastal,9
1016,2015,injured,QLD,-17.21666667,146.0833333,unknown,unknown,unprovoked,island open ocean,9
1017,2015,injured,WA,-34.88003124,118.404958,white shark,Carcharodon carcharias ,provoked,coastal,10
1018,2015,injured,WA,-32.6,115.6166667,grey nurse shark,Carcharius taurus,unprovoked,coastal,10
1019,2015,injured,NSW,-28.86666667,153.5833333,bull shark,Carcharhinus leucas,unprovoked,coastal,11
1020,2016,injured,QLD,-26.8,153.1333333,wobbegong,Orectolobidae,provoked,coastal,1
1021,2016,injured,QLD,-23.43333333,151.9,blacktip reef shark,Carcharhinus melanopterus,unprovoked,island open ocean,1
1022,2016,injured,QLD,-23.15,150.9,tiger shark,Galeocerdo cuvier ,provoked,coastal,1
1023,2016,uninjured,NSW,-34,151.65,white shark,Carcharodon carcharias ,unprovoked,island open ocean,2
1024,2016,injured,NSW,-23.56666667,151.3166667,wobbegong,Orectolobidae,provoked,coastal,2
1025,2016,uninjured,TAS,-40.91666667,144.6166667,white shark,Carcharodon carcharias ,unprovoked,coastal,2
1026,2016,uninjured,NSW,-31.18333333,152.9666667,white shark,Carcharodon carcharias ,unprovoked,coastal,3
1027,2016,injured,SA,-37.03333333,139.7333333,bronze whaler shark,Carcharhinus brachyurus,provoked,coastal,3
1028,2016,uninjured,NSW,-34.03333333,151.15,white shark,Carcharodon carcharias ,unprovoked,coastal,3
1029,2016,injured,NSW,-34.65,150.85,white shark,Carcharodon carcharias ,unprovoked,coastal,3
1030,2016,injured,NSW,-28.63333333,153.6,wobbegong,Orectolobidae,provoked,coastal,4
1031,2016,fatal,WA,-32.58333333,115.6333333,white shark,Carcharodon carcharias ,unprovoked,coastal,5
1032,2016,uninjured,NSW,-28.25276667,153.5921833,bronze whaler shark,Carcharhinus brachyurus,provoked,coastal,5
1033,2016,fatal,WA,-31.66666667,115.6666667,white shark,Carcharodon carcharias ,unprovoked,ocean/pelagic,6
1034,2016,injured,WA,-23.02411667,113.1294,grey reef shark,Carcharhinus amblyrhynchos,provoked,ocean/pelagic,6
1035,2016,uninjured,NSW,-34.6215,150.8568,unknown,unknown,unprovoked,coastal,6
1036,2016,uninjured,NSW,-28.2646,153.5777,bronze whaler shark,Carcharhinus brachyurus,provoked,coastal,6
1037,2016,uninjured,NSW,-32.717,152.1049,unknown,unknown,provoked,coastal,7
1038,2016,uninjured,NSW,-28.8377,153.6044,white shark,Carcharodon carcharias ,unprovoked,coastal,7
1039,2016,uninjured,NSW,-28.3037,153.5742,white shark,Carcharodon carcharias ,unprovoked,coastal,7
1040,2016,uninjured,VIC,-38.06115,144.04745,white shark,Carcharodon carcharias ,unprovoked,coastal,9
1041,2016,injured,NSW,-28.86666667,153.5833333,white shark,Carcharodon carcharias ,unprovoked,coastal,9
1042,2016,uninjured,WA,-33.11656667,114.1649,white shark,Carcharodon carcharias ,unprovoked,coastal,9
1043,2016,injured,QLD,-27.335,153.235,white shark,Carcharodon carcharias ,unprovoked,coastal,10
1044,2016,injured,NSW,-28.83333333,153.6,white shark,Carcharodon carcharias ,unprovoked,coastal,10
1045,2016,injured,NSW,-33.08945,151.0587667,white shark,Carcharodon carcharias ,unprovoked,coastal,10
1046,2016,injured,QLD,-20.23333333,148.95,lemon shark,Negaprion brevirostris,provoked,coastal,10
1047,2016,injured,NSW,-32.30595,152.52275,white shark,Carcharodon carcharias ,unprovoked,coastal,12
1048,2016,uninjured,QLD,-12.45183333,143.3444167,bull shark,Carcharhinus leucas,provoked,river,12
1049,2016,injured,WA,-21.15741667,114.0218833,whaler shark,Carcharhinidae,unprovoked,coastal,12
1050,2016,injured,WA,-31.14531667,115.1265,unknown,unknown,unprovoked,coastal,12
1051,2017,injured,QLD,-9.863916667,144.7908167,whaler shark,Carcharhinidae,unprovoked,island open ocean,1
1052,2017,injured,NSW,-36.88666667,149.9131833,wobbegong,Orectolobidae,provoked,estuary/harbour,1
1053,2017,injured,QLD,-21.96676667,149.4843833,unknown,unknown,unprovoked,coastal,1
1054,2017,uninjured,QLD,-10.65406667,142.5072333,whaler shark,Carcharhinidae,provoked,coastal,1
1055,2017,uninjured,WA,-32.567,115.65,unknown,unknown,unprovoked,coastal,2
1056,2017,injured,QLD,-18.24948333,146.1839333,tiger shark,Galeocerdo cuvier ,unprovoked,island open ocean,2
1057,2017,injured,WA,-23.2411667,113.1294,bull shark,Carcharhinus leucas,unprovoked,coastal,2
1058,2017,injured,NSW,-34.60465,150.8677833,unknown,unknown,unprovoked,coastal,3
1059,2017,uninjured,QLD,-27.05206667,153.05745,unknown,unknown,unprovoked,coastal,4
1060,2017,injured,NSW,-32.7667,152.1127,grey nurse shark,Carcharius taurus,provoked,coastal,4
1061,2017,fatal,WA,-33.83250092,121.9968696,white shark,Carcharodon carcharias ,unprovoked,coastal,4
1062,2017,uninjured,NSW,-33.0775,151.0725,white shark,Carcharodon carcharias ,unprovoked,coastal,6
1063,2017,uninjured,WA,-33.3146,115.635,white shark,Carcharodon carcharias ,unprovoked,coastal,6
1064,2017,injured,VIC,-38.5367,143.9715,white shark,Carcharodon carcharias ,unprovoked,coastal,8
1065,2017,injured,NSW,-29.59387,153.3322,white shark,Carcharodon carcharias ,unprovoked,coastal,9
1066,2017,uninjured,WA,-33.8585,114.9843,white shark,Carcharodon carcharias ,unprovoked,coastal,9
1067,2017,injured,WA,-20.61367,117.1863,whaler shark,Carcharhinidae,unprovoked,estuary/harbour,9
1068,2017,uninjured,SA,-35.448,138.318,white shark,Carcharodon carcharias ,unprovoked,coastal,10
1069,2017,injured,NSW,-32.798333,152.079167,wobbegong,Orectolobidae,provoked,coastal,10
1070,2017,injured,NSW,-33.465,151.435,white shark,Carcharodon carcharias ,unprovoked,coastal,11
1071,2017,uninjured,NSW,-32.7876,152.08002,grey nurse shark,Carcharius taurus,unprovoked,coastal,12
1072,2018,injured,WA,-16.4683,123.5353,bull shark,Carcharhinus leucas,provoked,other: fish farm,1
1073,2018,injured,NSW,-34.425072,150.893143,white shark,Carcharodon carcharias ,unprovoked,island open ocean,1
1074,2018,injured,WA,-33.8416,115.0221,wobbegong,Orectolobidae,unprovoked,coastal,1
1075,2018,injured,QLD,-14.668,145.4638,grey reef shark,Carcharhinus amblyrhynchos,provoked,island open ocean,1
1076,2018,uninjured,WA,-32.5361,115.7424,whaler shark,Carcharhinidae,provoked,coastal,2
1077,2018,injured,NSW,-34.67,150.84,whaler shark,Carcharhinidae,unprovoked,coastal,2
1078,2018,injured,WA,-31.7789,115.7326,wobbegong,Orectolobidae,unprovoked,coastal,2
1079,2018,injured,WA,-33.5638,115.0629,wobbegong,Orectolobidae,provoked,coastal,2
1080,2018,injured,NSW,-33.993,151.1753,white shark,Carcharodon carcharias ,unprovoked,coastal,2
1081,2018,uninjured,WA,-34.2256,115.0609,tiger shark,Galeocerdo cuvier ,provoked,coastal,3
1082,2018,injured,VIC,-38.37,144.28,bronze whaler shark,Carcharhinus brachyurus,unprovoked,coastal,3
1083,2018,injured,WA,-33.8416,115.0221,white shark,Carcharodon carcharias ,unprovoked,coastal,4
1084,2018,injured,WA,-33.8416,115.0221,white shark,Carcharodon carcharias ,unprovoked,coastal,4
1085,2018,uninjured,WA,-33.9825,114.9922,white shark,Carcharodon carcharias ,unprovoked,coastal,4
1086,2018,uninjured,WA,-33.8416,115.0221,white shark,Carcharodon carcharias ,unprovoked,coastal,5
1087,2018,injured,NSW,-30.296,153.11,wobbegong,Orectolobidae,unprovoked,coastal,6
1088,2018,uninjured,NSW,-28.84,153.601,white shark,Carcharodon carcharias ,unprovoked,coastal,6
1089,2018,injured,QLD,-20.25,148.9333,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,9
1090,2018,injured,QLD,-20.25,148.9333,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,9
1091,2018,injured,NT,-13.97,136.5933,bull shark,Carcharhinus leucas,unprovoked,island open ocean,9
1092,2018,injured,NSW,-32.7667,152.0833,wobbegong,Orectolobidae,provoked,coastal,10
1093,2018,fatal,QLD,-20.25,148.9333,unknown,unknown,unprovoked,coastal,11
1094,2018,injured,NSW,-33.37,151.4859,wobbegong,Orectolobidae,unprovoked,coastal,11
1095,2018,injured,NSW,-28.8632,153.5944,white shark,Carcharodon carcharias ,unprovoked,coastal,11
1096,2018,uninjured,QLD,-26.791,153.139,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,11
1097,2018,injured,NSW,-34.830278,150.7561,wobbegong,Orectolobidae,unprovoked,coastal,11
1098,2018,injured,NT,-12.1825,136.7819,whaler shark,Carcharhinidae,provoked,coastal,11
1099,2018,injured,WA,-32.6036,115.6304,grey nurse shark,Carcharius taurus,unprovoked,coastal,11
1100,2018,injured,NSW,-30.643181,153.008839,unknown,unknown,unprovoked,estuary/harbour,12
1101,2018,injured,NSW,-33.425018,151.342224,wobbegong,Orectolobidae,provoked,coastal,12
1102,2019,injured,WA,-31.989,115.7526,wobbegong,Orectolobidae,unprovoked,coastal,1
1103,2019,uninjured,WA,-33.6702  ,114.9951,white shark,Carcharodon carcharias ,provoked,coastal,2
1104,2019,uninjured,NSW,-30.452,152.8979,unknown,unknown,unprovoked,estuary/harbour,2
1105,2019,injured,NT,-13.8611,136.8116,whitetip reef shark,Triaenodon obesus  ,provoked,ocean/pelagic,2
1106,2019,injured,NSW,-28.6337,153.6003,white shark,Carcharodon carcharias ,unprovoked,coastal,2
1107,2019,injured,QLD,-18.156,147.48,grey reef shark,Carcharhinus amblyrhynchos,unprovoked,island open ocean,3
1108,2019,injured,NSW,-32.7501,152.1459,grey nurse shark,Carcharius taurus,provoked,coastal,4
1109,2019,injured,QLD,-24.7293,152.101,unknown,unknown,unprovoked,coastal,5
1110,2019,uninjured,TAS,-43.6523,146.277,white shark,Carcharodon carcharias ,provoked,island open ocean,6
1111,2019,injured,NSW,-28.7999,153.58,whaler shark,Carcharhinidae,unprovoked,coastal,6
1112,2019,injured,QLD,-11.9667,143.2333,tiger shark,Galeocerdo cuvier ,provoked,coastal,7
1113,2019,injured,NSW,-33.8005,151.2979,grey nurse shark,Carcharius taurus,unprovoked,coastal,7
1114,2019,injured,QLD,-26.7994,153.0611,bull shark,Carcharhinus leucas,unprovoked,coastal,7
1115,2019,injured,NSW, -28.45602 ,153.54457,bull shark,Carcharhinus leucas,unprovoked,coastal,7
1116,2019,injured,NSW,-34.6817,150.8511,unknown,unknown,unprovoked,coastal,9
1117,2019,uninjured,WA,-31.7247,115.7249,white shark,Carcharodon carcharias ,provoked,estuary/harbour,9
1118,2019,injured,QLD,-21.957,148.1893,unknown,unknown,unknown,island open ocean,10
1119,2019,injured,QLD,-20.3441,148.1893,unknown,unknown,unprovoked,island open ocean,10
1120,2019,uninjured,NSW,-32.4436,152.5279,white shark,Carcharodon carcharias ,unprovoked,coastal,10
1121,2019,uninjured,QLD,-27.0609,153.2006,unknown,unknown,unknown,coastal,10
1122,2019,injured,QLD,-24.8312,152.4592,unknown,unknown,unprovoked,coastal,11
1123,2019,injured,WA,-20.3441,114.143,unknown,unknown,unknown,coastal,12
1124,2019,injured,NSW,-34.6038,150.8676,wobbegong,Orectolobidae,unprovoked,coastal,12
1125,2019,injured,QLD,-23.3,151.71,lemon shark,Negaprion brevirostris,unknown,island open ocean,12
1126,2020,fatal,WA,-33.9222,121.9032,white shark,Carcharodon carcharias ,unprovoked,island open ocean,1
1127,2020,uninjured,NSW,-30.3119,153.1427,bull shark,Carcharhinus leucas,unprovoked,coastal,1
1128,2020,uninjured,WA,-31.9908,115.5215,white shark,Carcharodon carcharias ,provoked,island open ocean,1
1129,2020,injured,QLD,-23.2951,151.7079,lemon shark,Negaprion brevirostris,unprovoked,island open ocean,1
1130,2020,injured,NSW,-34.5343,150.8746,unknown,unknown,unprovoked,coastal,1
1131,2020,injured,QLD,-14.6787,145.4483,lemon shark,Negaprion brevirostris,unprovoked,island open ocean,2
1132,2020,injured,NSW,-31.19,152.98,wobbegong,Orectolobidae,unprovoked,estuary/harbour,4
1133,2020,fatal,QLD,-23.2951,151.7079,unknown,unknown,unprovoked,island open ocean,4
1134,2020,uninjured,WA,-21.93,114.117778,bull shark,Carcharhinus leucas,unprovoked,coastal,4
1135,2020,uninjured,NSW,-34.6817,150.8511,bull shark,Carcharhinus leucas,unprovoked,coastal,4
1136,2020,injured,VIC,-38.3669,144.2847,whaler shark,Carcharhinidae,unprovoked,coastal,5
1137,2020,fatal,NSW,-28.2778,153.5774,white shark,Carcharodon carcharias ,unprovoked,coastal,6
1138,2020,injured,WA,-22.6799,113.698,unknown,unknown,unprovoked,coastal,6
1139,2020,uninjured,NSW,-33.49762,151.420378,white shark,Carcharodon carcharias ,unprovoked,coastal,6
1140,2020,uninjured,NSW,-34.33834,150.91347,bronze whaler shark,Carcharhinus brachyurus,provoked,coastal,6
1141,2020,uninjured,NSW,-34.33834,150.91347,bronze whaler shark,Carcharhinus brachyurus,provoked,coastal,6
1142,2020,uninjured,NSW,-34.33834,150.91347,bronze whaler shark,Carcharhinus brachyurus,provoked,coastal,6
1143,2020,injured,WA,-33.5427,115.0392,white shark,Carcharodon carcharias ,unprovoked,coastal,7
1144,2020,injured,QLD,-16.9337,145.9943,whaler shark,Carcharhinidae,unprovoked,island open ocean,7
1145,2020,fatal,QLD,-25.2398,153.1325,whaler shark,Carcharhinidae,provoked,coastal,7
1146,2020,injured,TAS,-40.7667,145.3,white shark,Carcharodon carcharias ,provoked,coastal,7
1147,2020,uninjured,NSW,-33.44815 ,151.44666,dusky shark,Carcharhinus obscurus,unprovoked,coastal,7
1148,2020,fatal,NSW,-29.853,153.2715,white shark,Carcharodon carcharias ,unprovoked,coastal,7
1149,2020,injured,NSW,-31.4333,152.9,white shark,Carcharodon carcharias ,unprovoked,coastal,8
1150,2020,fatal,QLD,-28.164,153.5476,white shark,Carcharodon carcharias ,unprovoked,coastal,9
1151,2020,uninjured,NSW,-28.33362,153.569698,white shark,Carcharodon carcharias ,provoked,coastal,9
1152,2020,uninjured,NSW,-32.7876 ,152.08002,whaler shark,Carcharhinidae,unprovoked,coastal,9
1153,2020,injured,NSW,-32.7876 ,153.08002,wobbegong,Orectolobidae,unprovoked,coastal,9
1154,2020,injured,NSW,-33.95,151.267,white shark,Carcharodon carcharias ,unprovoked,coastal,10
1155,2020,uninjured,NSW,-33.790172,151.288598,whaler shark,Carcharhinidae,unprovoked,coastal,10
1156,2020,injured,QLD,-18.25,146.666944,bull shark,Carcharhinus leucas,provoked,island open ocean,10
1157,2020,fatal,WA,-34.8611,121.8919,white shark,Carcharodon carcharias ,unprovoked,coastal,10
1158,2020,fatal,WA,-17.9319,122.2081,bull shark,Carcharhinus leucas,unprovoked,coastal,11
1159,2020,uninjured,QLD,-13.7333,143.8667,hammerhead shark ,Sphyrnidae,provoked,island open ocean,11
1160,2020,injured,NSW,-31.4295,152.9193,wobbegong,Orectolobidae,unprovoked,coastal,11
1161,2020,injured,WA,-17.9319,122.2081,bull shark,Carcharhinus leucas,unprovoked,coastal,12
1162,2020,injured,SA,-35.9295,137.5966,white shark,Carcharodon carcharias ,unprovoked,island open ocean,12
1163,2021,injured,NSW,-33.0833,151.5833,bull shark,Carcharhinus leucas,unprovoked,river,1
1164,2021,injured,WA,-33.864,114.9864,wobbegong,Orectolobidae,unprovoked,coastal,1
1165,2021,injured,WA,-32.0117,115.7866,bull shark,Carcharhinus leucas,unprovoked,river,1
1166,2021,fatal,SA,-38.0522,140.7018,white shark,Carcharodon carcharias ,unprovoked,coastal,1
1167,2021,injured,WA,-31.034,115.3356,wobbegong,Orectolobidae,unprovoked,coastal,2
1168,2021,uninjured,NSW,-34.0557,151.1551,wobbegong,Orectolobidae,unprovoked,coastal,3
1169,2021,uninjured,WA,-34.2763,115.052,wobbegong,Orectolobidae,provoked,coastal,3
1170,2021,injured,NSW,-36.8875,149.9059,unknown,unknown,unprovoked,coastal,3
1171,2021,injured,WA,-23.325,113.791,bull shark,Carcharhinus leucas,provoked,coastal,3
1172,2021,uninjured,WA,-33.6397,115.0263,blacktip reef shark,Carcharhinus melanopterus,unprovoked,coastal,3
1173,2021,injured,WA,-20.6564,116.7081,blacktip reef shark,Carcharhinus melanopterus,unprovoked,coastal,4
1174,2021,injured,WA,-17.5804,122.1571,tiger shark,Galeocerdo cuvier ,provoked,coastal,5
1175,2021,fatal,NSW,-32.1521,152.5053,white shark,Carcharodon carcharias ,unprovoked,coastal,5
1176,2021,injured,WA,-23.1423,113.7723,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,6
1177,2021,injured,WA,-29.9453,114.9824,white shark,Carcharodon carcharias ,provoked,coastal,6
1178,2021,injured,NSW,-31.1295,153.0011,white shark,Carcharodon carcharias ,unprovoked,coastal,7
1179,2021,injured,WA,-20.6517,115.5785,lemon shark,Negaprion brevirostris,provoked,island open ocean,7
1180,2021,fatal,NSW,-30.1575,153.1502,white shark,Carcharodon carcharias ,unprovoked,coastal,9
1181,2021,injured,NSW,-30.286,153.1364,wobbegong,Orectolobidae,unprovoked,coastal,9
1182,2021,injured,QLD,-20.2665,148.8819,unknown,unknown,unprovoked,island open ocean,10
1183,2021,injured,NSW,-30.2042,153.149,wobbegong,Orectolobidae,unprovoked,coastal,10
1184,2021,fatal,WA,-32.0569,115.7439,white shark,Carcharodon carcharias ,unprovoked,coastal,11
1185,2021,injured,VIC,-38.2676,144.5067,unknown,unknown,unprovoked,coastal,12
1186,2021,injured,VIC,-38.2676,144.5067,unknown,unknown,unprovoked,coastal,12
1187,2021,injured,QLD,-16.9062,145.8662,bull shark,Carcharhinus leucas,provoked,island open ocean,12
1188,2022,injured,NSW,-35.1011,150.6892,whaler shark,Carcharhinidae,unprovoked,coastal,1
1189,2022,injured,NSW,-35.6288,150.323,wobbegong,Orectolobidae,unprovoked,coastal,1
1190,2022,injured,NSW,-33.7,151.2999,wobbegong,Orectolobidae,unprovoked,coastal,1
1191,2022,injured,WA,-35.0031,117.866,wobbegong,Orectolobidae,unprovoked,coastal,1
1192,2022,fatal,NSW,-30.883,153.083,white shark,Carcharodon carcharias ,unprovoked,coastal,2
1193,2022,injured,QLD,-27.2333,153.2667,tiger shark,Galeocerdo cuvier ,unprovoked,ocean/pelagic,2
1194,2022,injured,WA,-33.84848 ,121.9184,white shark,Carcharodon carcharias ,unprovoked,coastal,2
1195,2022,injured,NSW,-33.8006,151.2982,wobbegong,Orectolobidae,unprovoked,coastal,2
1196,2022,injured,NSW,-32,152.7512,wobbegong,Orectolobidae,unprovoked,coastal,3
1197,2022,uninjured,NSW,-33.9516,151.2603,unknown,unknown,unprovoked,coastal,3
1198,2022,uninjured,WA,-32.5269,115.7217,white shark,Carcharodon carcharias ,unknown,coastal,3
1199,2022,injured,TAS,-42.1451,148.2805,seven gill shark ,Notorynchus cepedianus,provoked,coastal,4
1200,2022,uninjured,WA,-31.97889,115.8247,bull shark,Carcharhinus leucas,provoked,estuary/harbour,5
1201,2022,injured,WA,-22.1325,113.8769,unknown,unknown,unprovoked,island open ocean,6
1202,2022,injured,WA,-35.0627,117.9432,white shark,Carcharodon carcharias ,provoked,island open ocean,8
1203,2022,uninjured,NSW,-30.2962,153.1139,white shark,Carcharodon carcharias ,unprovoked,coastal,8
1204,2022,injured,NSW,-33.4566,151.4383,whaler shark,unknown,unprovoked,coastal,8
1205,2022,injured,VIC,-38.338,141.6041,unknown,unknown,unprovoked,coastal,10
1206,2022,injured,WA,-20.3124,118.6094,bull shark,Carcharhinus leucas,provoked,ocean/pelagic,10
1207,2022,injured,NSW,-35.8139,150.2258,wobbegong,Orectolobidae,unprovoked,coastal,10
1208,2022,uninjured,SA,-35.0316,152.9774722,white shark,Carcharodon carcharias ,unprovoked,coastal,10
1209,2022,injured,NSW,-31.1897014,138.5179,white shark,Carcharodon carcharias,unprovoked,coastal,12
1210,2023,fatal,WA,-31.9417,115.9097,bull shark,Carcharodon carcharias,unprovoked,river,1
1211,2023,uninjured,WA,-33.6463583,115.0339741,whaler shark,Carcharhinus spp.,unprovoked,coastal,3
1212,2023,injured,WA,-28.93019,114.7289,bronze whaler shark,Carcharhinus brachyurus,unprovoked,coastal,4
1213,2023,injured,WA,-21.933,114.128,unknown,unknown,unprovoked,coastal,4
1214,2023,injured,WA,-33.6397,115.0263,unknown,unknown,unprovoked,coastal,4
1215,2023,fatal,SA,-33.55622,134.85406,white shark,unknown,unprovoked,coastal,5
1216,2023,uninjured,NSW,-35.8333,150.1667,unknown,unknown,unprovoked,coastal,5
1217,2023,injured,WA,-33.99029,114.99136,white shark,Carcharodon carcharias,unprovoked,coastal,7
1218,2023,injured,NSW,-31.4312703,152.9081313,white shark,Carcharodon carcharias,unprovoked,coastal,8
1219,2023,fatal,SA,-32.79734,134.198273,white shark,Carcharodon carcharias,unprovoked,coastal,10
1220,2023,injured,WA,-21.60092,114.5091,lemon shark,unknown,provoked,coastal,11
1221,2023,injured,SA,-35.15,138.4667,white shark,Carcharodon carcharias,unprovoked,coastal,11
1222,2023,injured,SA,-37.824429,140.783783,unknown,unknown,unprovoked,coastal,11
1223,2023,injured,QLD,-14.06549,144.26335,unknown,unknown,provoked,coastal,11
1224,2023,injured,WA,-30.81556,115.19234,bronze whaler shark,Carcharhinus brachyurus,unprovoked,island open ocean,12
1225,2023,injured,NSW,-31.9694,152.5863946,unknown,unknown,unprovoked,coastal,12
1226,2023,fatal,SA,-34.679356,137.684906.,white shark,Carcharodon carcharias,unprovoked,coastal,12
1227,2024,injured,SA,-34.3333,135.7500.,unknown,unknown,unprovoked,coastal,1
